20200619,19-06-2020,19,6,2020,19,06,68.163,73.077
20200618,18-06-2020,18,6,2020,18,06,68.074,72.976
20200617,17-06-2020,17,6,2020,17,06,67.969,72.856
20200616,16-06-2020,16,6,2020,16,06,67.796,72.683
20200612,12-06-2020,12,6,2020,12,06,67.625,72.501
20200611,11-06-2020,11,6,2020,11,06,67.471,72.342
20200610,10-06-2020,10,6,2020,10,06,67.324,72.195
20200609,09-06-2020,9,6,2020,09,06,67.236,72.039
20200608,08-06-2020,8,6,2020,08,06,67.005,71.876
20200605,05-06-2020,5,6,2020,05,06,66.604,71.48
20200604,04-06-2020,4,6,2020,04,06,66.278,71.15
20200603,03-06-2020,3,6,2020,03,06,66.069,70.916
20200602,02-06-2020,2,6,2020,02,06,66.137,71.01
20200601,01-06-2020,1,6,2020,01,06,65.863,70.715
20200529,29-05-2020,29,5,2020,29,05,65.892,70.758
20200528,28-05-2020,28,5,2020,28,05,65.823,70.687
20200527,27-05-2020,27,5,2020,27,05,65.765,70.63
20200526,26-05-2020,26,5,2020,26,05,65.739,70.608
20200522,22-05-2020,22,5,2020,22,05,65.716,70.58
20200521,21-05-2020,21,5,2020,21,05,65.539,70.383
20200520,20-05-2020,20,5,2020,20,05,65.471,70.33
20200519,19-05-2020,19,5,2020,19,05,65.446,70.316
20200518,18-05-2020,18,5,2020,18,05,65.397,70.262
20200515,15-05-2020,15,5,2020,15,05,65.187,70.058
20200514,14-05-2020,14,5,2020,14,05,65.225,70.053
20200513,13-05-2020,13,5,2020,13,05,64.969,69.838
20200512,12-05-2020,12,5,2020,12,05,64.754,69.657
20200511,11-05-2020,11,5,2020,11,05,64.745,69.633
20200508,08-05-2020,8,5,2020,08,05,64.758,69.627
20200507,07-05-2020,7,5,2020,07,05,64.674,69.539
20200506,06-05-2020,6,5,2020,06,05,64.59,69.465
20200505,05-05-2020,5,5,2020,05,05,64.471,69.314
20200504,04-05-2020,4,5,2020,04,05,64.315,69.159
20200430,30-04-2020,30,4,2020,30,04,64.353,69.163
